seqnames	start	end	width	strand	name	chromROM	other_name	fid	chromBY	startn	endn	startnSY	endnSY	chromSY	chr	startsc1	endsc1	othernames	status	newname	rif1_Hafner	rif1RBM	fkh1fkh2_Knott	ctf19_Natsume
CP026299.1	438277	438525	249	+	ARS518	chrV	ARS518	278	CP026299.1	438277	438525	1372471	1372719	CP029160.1	chr5	438929	439178	proARS518	Confirmed	ARS518	act	null	null	null
CP026299.1	441760	442078	319	+	ARS519	chrV	ARS519	279	CP026299.1	441760	442078	1375954	1376272	CP029160.1	chr5	442412	442731	proARS519	Confirmed	ARS519	act	null	NA	null
CP026299.1	482822	489821	7000	+	Dubious_chrV_6	chrV	NA	280	CP026299.1	482822	489821	1417015	1424014	CP029160.1	chr5	477886	484886	NA	Dubious	Dubious_chrV	NA	NA	NA	null
CP026299.1	503353	504278	926	+	ARS520	chrV	ARS520	281	CP026299.1	503353	504278	1437546	1438471	CP029160.1	chr5	498417	499343	proARS520	Confirmed	ARS520	null	null	null	null
CP026299.1	507887	522885	14999	+	Dubious_chrV_7	chrV	NA	282	CP026299.1	507887	522885	1442080	1457079	CP029160.1	chr5	502951	517951	NA	Dubious	Dubious_chrV	NA	NA	NA	null
CP026299.1	525702	525958	257	+	ARS521	chrV	ARS521	283	CP026299.1	525702	525958	1459896	1460153	CP029160.1	chr5	520767	521025	NA	Confirmed	ARS521	NA	NA	null	null
CP026299.1	554495	554743	249	+	ARS522	chrV	ARS522	284	CP026299.1	554495	554743	1488689	1488937	CP029160.1	chr5	549560	549809	ARS501, proARS522	Confirmed	ARS522	rep	NA	null	null
CP026299.1	564821	571820	7000	+	Likely_chrV_6	chrV	ARSV_563	285	CP026299.1	564821	571820	1499015	1506014	CP029160.1	chr5	559886	566886	NA	Likely	Likely_chrV	NA	NA	NA	null
CP026299.1	573955	575019	1065	+	ARS523	chrV	ARS523	286	CP026299.1	573955	574253	1508149	1508447	CP029160.1	chr5	569020	570085	proARS523	Confirmed	ARS523	NA	NA	act	null
NA	NA	NA	NA	NA	Dubious_chrV_1	chrV	NA	NA	NA	NA	NA	NA	NA	NA	chr5	23	1144	NA	Dubious	Dubious_chrV	NA	NA	NA	null
NA	NA	NA	NA	NA	ARS502	chrV	NA	NA	NA	NA	NA	NA	NA	NA	chr5	4097	4185	Y'-ARS, proARS502	Confirmed	ARS502	NA	NA	NA	null
NA	NA	NA	NA	NA	ARS503	chrV	NA	NA	NA	NA	NA	NA	NA	NA	chr5	6464	7230	proARS503	Confirmed	ARS503	NA	NA	NA	null
NA	NA	NA	NA	NA	ARS504	chrV	NA	NA	NA	NA	NA	NA	NA	NA	chr5	8786	10019	proARS504	Confirmed	ARS504	NA	NA	NA	null
NA	NA	NA	NA	NA	ARS504.2	chrV	NA	NA	NA	NA	NA	NA	NA	NA	chr5	11713	12194	proARS505	Confirmed	ARS504.2	NA	NA	NA	null
NA	NA	NA	NA	NA	Likely_chrV_1	chrV	NA	NA	NA	NA	NA	NA	NA	NA	chr5	17067	19023	proARS506	Likely	Likely_chrV	NA	NA	NA	null
NA	NA	NA	NA	NA	Dubious_chrV_8	chrV	NA	NA	NA	NA	NA	NA	NA	NA	chr5	575573	576817	NA	Dubious	Dubious_chrV	NA	NA	NA	null
CP026302.1	12932	13785	854	+	ARS600.2	chrVI	ARS600.2	289	CP026302.1	12932	13785	1512242	1513095	CP029160.1	chr6	12174	13028	proARS600.2	Confirmed	ARS600.2	rep	act	NA	null
CP026302.1	19439	20620	1182	+	ARS600.3	chrVI	ARS600.3	290	CP026302.1	19439	20620	1518750	1519931	CP029160.1	chr6	18682	19864	proARS600.3, proARS600.4	Confirmed	ARS600.3	rep	act	NA	null
CP026302.1	20426	21582	1157	+	ARS600.4	chrVI	ARS600.4	291	CP026302.1	20426	21582	1519737	1520893	CP029160.1	chr6	19669	20826	proARS600.3, proARS600.4	Confirmed	ARS600.4	rep	act	NA	null
CP026302.1	33229	33751	523	+	ARS601	chrVI	ARS601	292	CP026302.1	33229	33751	1532540	1533062	CP029160.1	chr6	32472	32995	proARS601/proARS602	Confirmed	ARS601	rep	null	NA	null
CP026302.1	33423	34003	581	+	ARS602	chrVI	ARS602	293	CP026302.1	33423	34003	1532734	1533314	CP029160.1	chr6	32666	33247	proARS601/proARS602	Confirmed	ARS602	rep	null	NA	null
CP026302.1	52571	55837	3267	+	Dubious_chrVI_1	chrVI	NA	294	CP026302.1	52571	55837	1551882	1555148	CP029160.1	chr6	51814	55080	NA	Dubious	Dubious_chrVI	NA	NA	null	null
CP026302.1	62539	63738	1200	+	Likely_chrVI_2	chrVI	ARSVI_62	295	CP026302.1	62539	63738	1561850	1563049	CP029160.1	chr6	61781	62981	NA	Likely	Likely_chrVI	rep	null	NA	null
CP026302.1	69449	69627	179	+	ARS603	chrVI	ARS603	296	CP026302.1	69449	69627	1568760	1568938	CP029160.1	chr6	68690	68869	proARS603	Confirmed	ARS603	rep	null	null	null
CP026302.1	95759	103764	8006	+	Likely_chrVI_3	chrVI	ARSVI_99	297	CP026302.1	95759	103764	1595067	1603072	CP029160.1	chr6	95000	103000	NA	Likely	Likely_chrVI	NA	NA	NA	null
CP026302.1	105221	105457	237	+	ARS603.1	chrVI	ARS603.1	298	CP026302.1	105221	105457	1604529	1604767	CP029160.1	chr6	104456	104695	NA	Confirmed	ARS603.1	NA	NA	null	null
CP026302.1	119393	119713	321	+	ARS603.5	chrVI	ARS603.5	299	CP026302.1	119393	119713	1618704	1619024	CP029160.1	chr6	118631	118952	proARS603.5	Confirmed	ARS603.5	null	null	null	null
CP026302.1	128507	128827	321	+	ARS604	chrVI	ARS604	300	CP026302.1	128507	128827	1627818	1628138	CP029160.1	chr6	127745	128066	NA	Confirmed	ARS604	NA	NA	NA	act
CP026302.1	136741	136841	101	+	ARS605	chrVI	ARS605	301	CP026302.1	136741	136841	1636052	1636152	CP029160.1	chr6	135979	136080	proARS605	Confirmed	ARS605	null	null	rep	act
CP026302.1	168370	168804	435	+	ARS606	chrVI	ARS606	302	CP026302.1	168370	168804	1667366	1667800	CP029160.1	chr6	167606	168041	proARS606	Confirmed	ARS606	null	null	null	null
CP026302.1	200151	200261	111	+	ARS607	chrVI	ARS607	303	CP026302.1	200151	200261	1699006	1699116	CP029160.1	chr6	199382	199493	proARS607	Confirmed	ARS607	null	null	act	null
CP026302.1	217113	217460	348	+	ARS608	chrVI	ARS608	304	CP026302.1	217113	217460	1715972	1716319	CP029160.1	chr6	216344	216692	NA	Confirmed	ARS608	NA	NA	act	null
CP026302.1	228860	243859	15000	+	Dubious_chrVI_2	chrVI	NA	305	CP026302.1	228860	243859	1727719	1742718	CP029160.1	chr6	228091	243091	NA	Dubious	Dubious_chrVI	NA	NA	NA	null
CP026302.1	254085	254568	484	+	ARS608.5	chrVI	ARS608.5	306	CP026302.1	254085	254568	1752944	1753427	CP029160.1	chr6	253316	253800	NA	Confirmed	ARS608.5	rep	act	NA	null
CP026302.1	257032	257186	155	+	ARS609	chrVI	ARS609	307	CP026302.1	257032	257186	1755891	1756045	CP029160.1	chr6	256263	256418	proARS609	Confirmed	ARS609	rep	act	NA	null
CP026302.1	269024	269733	710	+	Likely_chrVI_4	chrVI	proARS610	308	CP026302.1	269024	269733	1767883	1768592	CP029160.1	chr6	268255	268965	proARS610	Likely	Likely_chrVI	NA	NA	NA	null
CP026302.1	270173	270790	618	+	ARS610	chrVI	ARS610	309	CP026302.1	270173	270371	1769032	1769230	CP029160.1	chr6	269404	270022	proARS610	Confirmed	ARS610	NA	NA	NA	null
NA	NA	NA	NA	NA	Likely_chrVI_1	chrVI	NA	NA	NA	NA	NA	NA	NA	NA	chr6	23	1527	NA	Likely	Likely_chrVI	rep	act	NA	null
NA	NA	NA	NA	NA	ARS600.1	chrVI	NA	NA	NA	NA	NA	NA	NA	NA	chr6	5435	6155	ARS120; X-ARS, proARS600.1	Confirmed	ARS600.1	rep	act	NA	null
CP026294.1	17813	18295	483	+	ARS700.5	chrVII	ARS700.5	312	CP026294.1	17813	18295	9088341	9088823	CP029160.1	chr7	17629	18112	NA	Confirmed	ARS700.5	rep	act	act	null
CP026294.1	22831	29830	7000	+	Likely_chrVII_2	chrVII	ARSVII_26	313	CP026294.1	22831	29830	9093359	9100358	CP029160.1	chr7	22647	29647	NA	Likely	Likely_chrVII	rep	act	NA	null
CP026294.1	32164	34617	2454	+	Likely_chrVII_3	chrVII	ARSVII_33	314	CP026294.1	32164	34617	9102692	9105145	CP029160.1	chr7	31980	34434	NA	Likely	Likely_chrVII	NA	NA	NA	null
CP026294.1	64464	64712	249	+	ARS702	chrVII	ARS702	315	CP026294.1	64464	64712	9134991	9135239	CP029160.1	chr7	64279	64528	proARS702	Confirmed	ARS702	rep	act	null	null
CP026294.1	69015	70354	1340	+	Dubious_chrVII_2	chrVII	proARS703	316	CP026294.1	69015	70354	9139542	9140881	CP029160.1	chr7	68830	70170	proARS703	Dubious	Dubious_chrVII	NA	NA	NA	null
CP026294.1	112260	112498	239	+	ARS704	chrVII	ARS704	317	CP026294.1	112260	112498	9182789	9183027	CP029160.1	chr7	112080	112319	proARS704	Confirmed	ARS704	rep	rep	NA	null
CP026294.1	114565	115274	710	+	Likely_chrVII_4	chrVII	proARS705	318	CP026294.1	114565	115274	9185094	9185803	CP029160.1	chr7	114385	115095	proARS705	Likely	Likely_chrVII	rep	rep	NA	null
CP026294.1	117651	118134	484	+	ARS706	chrVII	ARS706	319	CP026294.1	117651	118134	9188180	9188663	CP029160.1	chr7	117471	117955	ARO8, proARS706	Confirmed	ARS706	rep	rep	NA	null
CP026294.1	163353	163619	267	+	ARS707	chrVII	ARS707	320	CP026294.1	163353	163619	9233887	9234153	CP029160.1	chr7	163180	163447	proARS707	Confirmed	ARS707	null	null	act	null
CP026294.1	165898	168028	2131	+	Dubious_chrVII_3	chrVII	proARS708	321	CP026294.1	165898	168028	9236432	9238562	CP029160.1	chr7	165725	167856	proARS708	Dubious	Dubious_chrVII	NA	NA	NA	null
CP026294.1	170946	172189	1244	+	Likely_chrVII_5	chrVII	ARSVII_171	322	CP026294.1	170946	172189	9241480	9242723	CP029160.1	chr7	170773	172017	NA	Likely	Likely_chrVII	NA	NA	NA	null
CP026294.1	187414	187823	410	+	ARS709	chrVII	ARS709	323	CP026294.1	187414	187823	9257948	9258357	CP029160.1	chr7	187241	187651	proARS709	Confirmed	ARS709	NA	NA	null	null
CP026294.1	204090	204331	242	+	ARS710	chrVII	ARS710	324	CP026294.1	204090	204331	9274624	9274865	CP029160.1	chr7	203917	204159	proARS710	Confirmed	ARS710	null	null	act	null
CP026294.1	232083	232157	75	+	ARS711	chrVII	ARS711	325	CP026294.1	232083	232157	9302617	9302691	CP029160.1	chr7	231909	231984	ARS701; ARS137	Confirmed	ARS711	NA	NA	NA	null
CP026294.1	241146	241614	469	+	ARS712	chrVII	ARS712	326	CP026294.1	241146	241614	9311680	9312148	CP029160.1	chr7	240972	241441	proARS712	Confirmed	ARS712	NA	NA	NA	null
CP026294.1	266700	267899	1200	+	Likely_chrVII_6	chrVII	ARSVII_267	327	CP026294.1	266700	267899	9337234	9338433	CP029160.1	chr7	266526	267726	NA	Likely	Likely_chrVII	NA	NA	NA	null
CP026294.1	269053	270852	1800	+	Likely_chrVII_7	chrVII	proARS713	328	CP026294.1	269053	270852	9339587	9341386	CP029160.1	chr7	268879	270680	proARS713	Likely	Likely_chrVII	NA	NA	NA	null
CP026294.1	274991	275539	549	+	Likely_chrVII_8	chrVII	ARSVII_275	329	CP026294.1	274991	275539	9345525	9346073	CP029160.1	chr7	274818	275367	NA	Likely	Likely_chrVII	NA	NA	NA	null
CP026294.1	286124	286418	295	+	ARS714	chrVII	ARS714	330	CP026294.1	286124	286418	9356658	9356952	CP029160.1	chr7	285951	286246	proARS714	Confirmed	ARS714	null	null	act	null
CP026294.1	288125	289185	1061	+	Likely_chrVII_9	chrVII	proARS715	331	CP026294.1	288125	289185	9358659	9359719	CP029160.1	chr7	287952	289013	proARS715	Likely	Likely_chrVII	null	null	NA	null
CP026294.1	318921	319630	710	+	Likely_chrVII_10	chrVII	ARSVII_319	332	CP026294.1	318921	319630	9389455	9390164	CP029160.1	chr7	318745	319455	NA	Likely	Likely_chrVII	null	act	NA	null
CP026294.1	330569	345568	15000	+	Dubious_chrVII_4	chrVII	NA	333	CP026294.1	330569	345568	9401105	9416104	CP029160.1	chr7	330395	345395	NA	Dubious	Dubious_chrVII	NA	NA	NA	null
CP026294.1	352869	353090	222	+	ARS716	chrVII	ARS716	334	CP026294.1	352869	353090	9423405	9423626	CP029160.1	chr7	352695	352917	proARS716	Confirmed	ARS716	null	act	null	null
CP026294.1	388831	389064	234	+	ARS717	chrVII	ARS717	335	CP026294.1	388831	389064	9459368	9459601	CP029160.1	chr7	388658	388892	proARS717	Confirmed	ARS717	null	null	act	null
CP026294.1	421263	421511	249	+	ARS718	chrVII	ARS718	336	CP026294.1	421263	421511	9491801	9492049	CP029160.1	chr7	421093	421342	proARS718	Confirmed	ARS718	null	null	act	null
CP026294.1	456442	457641	1200	+	Dubious_chrVII_5	chrVII	NA	337	CP026294.1	456442	457641	9526981	9528180	CP029160.1	chr7	456272	457472	NA	Dubious	Dubious_chrVII	NA	NA	NA	null
CP026294.1	480163	482706	2544	+	Likely_chrVII_11	chrVII	ARSVII_481	338	CP026294.1	480163	482706	9550702	9553245	CP029160.1	chr7	479993	482537	NA	Likely	Likely_chrVII	null	null	NA	null
CP026294.1	485101	485328	228	+	ARS719	chrVII	ARS719	339	CP026294.1	485101	485328	9555641	9555868	CP029160.1	chr7	484932	485160	proARS719	Confirmed	ARS719	null	null	null	null
CP026294.1	508900	509148	249	+	ARS720	chrVII	ARS720	340	CP026294.1	508900	509148	9579126	9579374	CP029160.1	chr7	508729	508978	proARS720	Confirmed	ARS720	null	null	null	act
CP026294.1	535003	545002	10000	+	Likely_chrVII_12	chrVII	ARSVII_540	341	CP026294.1	535003	545002	9605231	9615230	CP029160.1	chr7	534750	544750	NA	Likely	Likely_chrVII	NA	NA	NA	null
CP026294.1	552306	554099	1794	+	Dubious_chrVII_6	chrVII	NA	342	CP026294.1	552306	554099	9622534	9624327	CP029160.1	chr7	552053	553847	NA	Dubious	Dubious_chrVII	NA	NA	NA	null
CP026294.1	568743	568990	248	+	ARS721	chrVII	ARS721	343	CP026294.1	568743	568990	9638971	9639218	CP029160.1	chr7	568490	568738	proARS721	Confirmed	ARS721	null	null	act	null
CP026294.1	574875	575168	294	+	ARS722	chrVII	ARS722	344	CP026294.1	574875	575168	9645103	9645396	CP029160.1	chr7	574622	574916	proARS722	Confirmed	ARS722	null	null	NA	null
CP026294.1	575231	577092	1862	+	Likely_chrVII_13	chrVII	proARS723	345	CP026294.1	575231	577092	9645459	9647320	CP029160.1	chr7	574978	576840	proARS723	Likely	Likely_chrVII	null	null	null	null
CP026294.1	581183	582959	1777	+	Dubious_chrVII_7	chrVII	proARS724	346	CP026294.1	581183	582959	9651411	9653186	CP029160.1	chr7	580930	582707	proARS724	Dubious	Dubious_chrVII	NA	NA	NA	null
CP026294.1	591853	593052	1200	+	Dubious_chrVII_8	chrVII	NA	347	CP026294.1	591853	593052	9662080	9663279	CP029160.1	chr7	591600	592800	NA	Dubious	Dubious_chrVII	NA	NA	NA	null
CP026294.1	607429	607871	443	+	ARS724.5	chrVII	ARS724.5	348	CP026294.1	607429	607871	9677656	9678098	CP029160.1	chr7	607176	607619	NA	Confirmed	ARS724.5	NA	NA	null	null
CP026294.1	620492	622765	2274	+	Likely_chrVII_14	chrVII	ARSVII_621	349	CP026294.1	620492	622765	9690720	9692993	CP029160.1	chr7	620243	622517	NA	Likely	Likely_chrVII	NA	NA	act	null
CP026294.1	626826	628160	1335	+	Dubious_chrVII_9	chrVII	proARS725	350	CP026294.1	626826	628160	9697054	9698388	CP029160.1	chr7	626577	627912	proARS725	Dubious	Dubious_chrVII	NA	NA	NA	null
CP026294.1	653856	654335	480	+	ARS726	chrVII	ARS726	351	CP026294.1	653856	654335	9724087	9724566	CP029160.1	chr7	653611	654091	proARS726	Confirmed	ARS726	null	null	null	null
CP026294.1	660054	660298	245	+	ARS727	chrVII	ARS727	352	CP026294.1	660054	660298	9730285	9730529	CP029160.1	chr7	659809	660054	proARS727	Confirmed	ARS727	null	null	act	null
CP026294.1	715518	715800	283	+	ARS728	chrVII	ARS728	353	CP026294.1	715518	715800	9785749	9786031	CP029160.1	chr7	715273	715556	proARS728	Confirmed	ARS728	null	null	act	null
CP026294.1	735814	750813	15000	+	Dubious_chrVII_10	chrVII	NA	354	CP026294.1	735814	750813	9806045	9821043	CP029160.1	chr7	735570	750570	NA	Dubious	Dubious_chrVII	NA	NA	NA	null
CP026294.1	765695	766894	1200	+	Dubious_chrVII_11	chrVII	NA	355	CP026294.1	765695	766894	9835925	9837124	CP029160.1	chr7	765451	766651	NA	Dubious	Dubious_chrVII	NA	NA	NA	null
CP026294.1	778211	778459	249	+	ARS729	chrVII	ARS729	356	CP026294.1	778211	778459	9848441	9848689	CP029160.1	chr7	777967	778216	proARS729	Confirmed	ARS729	null	null	act	null
CP026294.1	795378	796549	1172	+	Likely_chrVII_15	chrVII	proARS730	357	CP026294.1	795378	796549	9865608	9866779	CP029160.1	chr7	795134	796306	proARS730	Likely	Likely_chrVII	NA	NA	null	null
CP026294.1	801135	802334	1200	+	Likely_chrVII_16	chrVII	ARSVII_801	358	CP026294.1	801135	802334	9871365	9872564	CP029160.1	chr7	800891	802091	NA	Likely	Likely_chrVII	NA	NA	NA	null
CP026294.1	834735	834978	244	+	ARS731	chrVII	ARS731	359	CP026294.1	834735	834978	9904966	9905209	CP029160.1	chr7	834492	834736	proARS731	Confirmed	ARS731	null	null	act	null
CP026294.1	846166	848529	2364	+	Likely_chrVII_17	chrVII	ARSVII_847	360	CP026294.1	846166	848529	9916397	9918760	CP029160.1	chr7	845923	848287	NA	Likely	Likely_chrVII	NA	NA	null	null
CP026294.1	855363	870362	15000	+	Dubious_chrVII_12	chrVII	NA	361	CP026294.1	855363	870362	9925595	9940594	CP029160.1	chr7	855121	870121	NA	Dubious	Dubious_chrVII	NA	NA	NA	null
CP026294.1	883055	883988	934	+	Dubious_chrVII_13	chrVII	NA	362	CP026294.1	883055	883988	9953287	9954220	CP029160.1	chr7	882813	883747	NA	Dubious	Dubious_chrVII	NA	NA	NA	null
CP026294.1	888592	888840	249	+	ARS731.5	chrVII	ARS731.5	363	CP026294.1	888592	888840	9958824	9959072	CP029160.1	chr7	888350	888599	ARS737	Confirmed	ARS731.5	null	null	act	null
CP026294.1	916917	917411	495	+	ARS732	chrVII	ARS732	364	CP026294.1	916917	917411	9987150	9987644	CP029160.1	chr7	916675	917170	proARS732	Confirmed	ARS732	null	NA	rep	null
CP026294.1	969982	971181	1200	+	Likely_chrVII_18	chrVII	ARSVII_970	365	CP026294.1	969982	971181	10040215	10041414	CP029160.1	chr7	969741	970941	NA	Likely	Likely_chrVII	NA	NA	NA	null
CP026294.1	977971	978219	249	+	ARS733	chrVII	ARS733	366	CP026294.1	977971	978219	10048204	10048452	CP029160.1	chr7	977730	977979	proARS733	Confirmed	ARS733	null	null	rep	null
CP026294.1	999689	999933	245	+	ARS734	chrVII	ARS734	367	CP026294.1	999689	999933	10069923	10070168	CP029160.1	chr7	999448	999695	proARS734	Confirmed	ARS734	null	null	rep	null
CP026294.1	1002421	1002809	389	+	ARS735	chrVII	ARS735	368	CP026294.1	1002421	1002809	10072656	10073044	CP029160.1	chr7	1002182	1002571	proARS735	Confirmed	ARS735	null	null	NA	null
CP026294.1	1004436	1006339	1904	+	Likely_chrVII_19	chrVII	ARSVII_1005	369	CP026294.1	1004436	1006339	10074671	10076574	CP029160.1	chr7	1004198	1006102	NA	Likely	Likely_chrVII	null	null	NA	null
CP026294.1	1033385	1040384	7000	+	Dubious_chrVII_14	chrVII	NA	370	CP026294.1	1033385	1040384	10103620	10110619	CP029160.1	chr7	1033147	1040147	NA	Dubious	Dubious_chrVII	NA	NA	NA	null
CP026294.1	1063490	1063950	461	+	ARS735.5	chrVII	ARS735.5	371	CP026294.1	1063490	1063950	10133726	10134186	CP029160.1	chr7	1063254	1063715	NA	Confirmed	ARS735.5	NA	NA	null	null
CP026294.1	1073534	1074587	1054	+	Likely_chrVII_20	chrVII	ARSVII_1074	372	CP026294.1	1073534	1074587	10143770	10144823	CP029160.1	chr7	1073298	1074352	NA	Likely	Likely_chrVII	NA	NA	NA	null
NA	NA	NA	NA	NA	Dubious_chrVII_1	chrVII	NA	NA	NA	NA	NA	NA	NA	NA	chr7	23	778	NA	Dubious	Dubious_chrVII	NA	NA	NA	null
NA	NA	NA	NA	NA	Likely_chrVII_1	chrVII	NA	NA	NA	NA	NA	NA	NA	NA	chr7	6261	8789	NA	Likely	Likely_chrVII	NA	NA	NA	null
NA	NA	NA	NA	NA	ARS131a	chrVII	NA	NA	NA	NA	NA	NA	NA	NA	chr7	1082959	1084336	X-ARS, proARS736	Confirmed	ARS131a	NA	NA	NA	null
NA	NA	NA	NA	NA	Likely_chrVII_21	chrVII	NA	NA	NA	NA	NA	NA	NA	NA	chr7	1089548	1090902	NA	Likely	Likely_chrVII	NA	NA	NA	null
CP026287.1	9961	11815	1855	+	Likely_chrVIII_1	chrVIII	proARS803	121	CP026287.1	9961	11815	10148039	10149893	CP029160.1	chr8	9711	11566	proARS803	Likely	Likely_chrVIII	NA	NA	NA	null
CP026287.1	45840	46326	487	+	ARS804	chrVIII	ARS804	122	CP026287.1	45840	46326	10183918	10184404	CP029160.1	chr8	45589	46076	proARS804	Confirmed	ARS804	NA	NA	null	null
CP026287.1	56901	59422	2522	+	Likely_chrVIII_2	chrVIII	ARSVIII_58	123	CP026287.1	56901	59422	10194980	10197501	CP029160.1	chr8	56650	59172	NA	Likely	Likely_chrVIII	NA	NA	NA	null
CP026287.1	64506	64740	235	+	ARS805	chrVIII	ARS805	124	CP026287.1	64506	64740	10202585	10202819	CP029160.1	chr8	64255	64489	SPO11, proARS805	Confirmed	ARS805	null	rep	act	null
CP026287.1	77940	79140	1201	+	Dubious_chrVIII_2	chrVIII	NA	125	CP026287.1	77940	79140	10216021	10217221	CP029160.1	chr8	77690	78890	NA	Dubious	Dubious_chrVIII	NA	NA	NA	null
CP026287.1	87720	89699	1980	+	Dubious_chrVIII_3	chrVIII	NA	126	CP026287.1	87720	89699	10225802	10227781	CP029160.1	chr8	87472	89452	NA	Dubious	Dubious_chrVIII	NA	NA	NA	null
CP026287.1	95007	95439	433	+	ARS805.5	chrVIII	ARS805.5	127	CP026287.1	95007	95439	10233089	10233521	CP029160.1	chr8	94759	95192	NA	Confirmed	ARS805.5	NA	NA	NA	act
CP026287.1	111543	112015	473	+	ARS805.7	chrVIII	ARS805.7	128	CP026287.1	111543	112015	10249058	10249528	CP029160.1	chr8	111293	111766	NA	Confirmed	ARS805.7	null	null	NA	act
CP026287.1	115933	117506	1574	+	Likely_chrVIII_3	chrVIII	proARS806	129	CP026287.1	115933	117506	10253446	10255019	CP029160.1	chr8	115683	117257	proARS806	Likely	Likely_chrVIII	null	null	null	act
CP026287.1	133598	133841	244	+	ARS807	chrVIII	ARS807	130	CP026287.1	133598	133841	10271111	10271354	CP029160.1	chr8	133347	133591	NA	Confirmed	ARS807	null	null	act	null
CP026287.1	134519	135767	1249	+	Likely_chrVIII_4	chrVIII	proARS807	131	CP026287.1	134519	135767	10272032	10273280	CP029160.1	chr8	134268	135517	proARS807	Likely	Likely_chrVIII	null	null	NA	null
CP026287.1	140591	141515	925	+	ARS808	chrVIII	ARS808	132	CP026287.1	140591	141515	10278104	10279028	CP029160.1	chr8	140340	141265	ARS2, ARS808	Confirmed	ARS808	null	null	NA	null
CP026287.1	168782	169023	242	+	ARS809	chrVIII	ARS809	133	CP026287.1	168782	169023	10306295	10306536	CP029160.1	chr8	168531	168773	proARS809	Confirmed	ARS809	null	null	null	null
CP026287.1	192708	193907	1200	+	Likely_chrVIII_5	chrVIII	ARSVIII_193	134	CP026287.1	192708	193907	10330223	10331422	CP029160.1	chr8	192459	193659	NA	Likely	Likely_chrVIII	NA	NA	NA	null
CP026287.1	198063	199261	1199	+	Likely_chrVIII_6	chrVIII	ARSVIII_198	135	CP026287.1	198063	199261	10335578	10336777	CP029160.1	chr8	197814	199014	NA	Likely	Likely_chrVIII	NA	NA	NA	null
CP026287.1	217120	217829	710	+	Likely_chrVIII_7	chrVIII	proARS811	136	CP026287.1	217120	217829	10354638	10355347	CP029160.1	chr8	214885	215595	proARS811	Likely	Likely_chrVIII	null	rep	NA	null
CP026287.1	221407	222088	682	+	ARS810	chrVIII	ARS810	137	CP026287.1	221407	222088	10358926	10359607	CP029160.1	chr8	213179	213861	proARS810	Confirmed	ARS810	null	rep	NA	null
CP026287.1	232562	233715	1154	+	Likely_chrVIII_8	chrVIII	proARS812	138	CP026287.1	232562	233715	10373045	10374198	CP029160.1	chr8	218344	219498	proARS812	Likely	Likely_chrVIII	null	rep	NA	null
CP026287.1	259935	260183	249	+	ARS813	chrVIII	ARS813	139	CP026287.1	259935	260183	10399324	10399572	CP029160.1	chr8	245719	245968	proARS813	Confirmed	ARS813	null	null	null	null
CP026287.1	267686	282684	14999	+	Dubious_chrVIII_4	chrVIII	NA	140	CP026287.1	267686	282684	10407075	10422074	CP029160.1	chr8	253470	268470	NA	Dubious	Dubious_chrVIII	NA	NA	NA	null
CP026287.1	294073	295272	1200	+	Dubious_chrVIII_5	chrVIII	NA	141	CP026287.1	294073	295272	10433463	10434662	CP029160.1	chr8	279858	281058	NA	Dubious	Dubious_chrVIII	NA	NA	NA	null
CP026287.1	300864	302193	1330	+	Likely_chrVIII_9	chrVIII	proARS814	142	CP026287.1	300864	302193	10440255	10441584	CP029160.1	chr8	286650	287981	proARS814	Likely	Likely_chrVIII	NA	NA	NA	null
CP026287.1	311094	311686	593	+	ARS815	chrVIII	ARS815	143	CP026287.1	311094	311686	10450486	10451078	CP029160.1	chr8	296882	297475	proARS815	Confirmed	ARS815	null	null	act	null
CP026287.1	358587	359296	710	+	Likely_chrVIII_10	chrVIII	ARSVIII_345	144	CP026287.1	358587	359296	10497977	10498686	CP029160.1	chr8	344375	345085	NA	Likely	Likely_chrVIII	NA	NA	NA	null
CP026287.1	373681	374139	459	+	ARS816	chrVIII	ARS816	145	CP026287.1	373681	374139	10513071	10513529	CP029160.1	chr8	359469	359928	proARS816	Confirmed	ARS816	null	null	null	null
CP026287.1	377547	384547	7001	+	Likely_chrVIII_11	chrVIII	ARSVIII_367	146	CP026287.1	377547	384547	10516937	10523937	CP029160.1	chr8	363335	370335	NA	Likely	Likely_chrVIII	null	null	NA	null
CP026287.1	394364	396367	2004	+	Likely_chrVIII_12	chrVIII	proARS817	147	CP026287.1	394364	396367	10533756	10535759	CP029160.1	chr8	380153	382157	proARS817	Likely	Likely_chrVIII	NA	NA	null	null
CP026287.1	406359	406601	243	+	ARS818	chrVIII	ARS818	148	CP026287.1	406359	406601	10545751	10545993	CP029160.1	chr8	392148	392391	proARS818, proARS819	Confirmed	ARS818	rep	null	null	null
CP026287.1	420223	420718	496	+	ARS818.5	chrVIII	ARS818.5	149	CP026287.1	420223	420718	10559615	10560110	CP029160.1	chr8	406012	406508	NA	Confirmed	ARS818.5	NA	NA	null	null
CP026287.1	461833	462066	234	+	ARS820	chrVIII	ARS820	150	CP026287.1	461833	462066	10601225	10601458	CP029160.1	chr8	447619	447853	proARS820	Confirmed	ARS820	null	null	act	null
CP026287.1	465707	467610	1904	+	Dubious_chrVIII_6	chrVIII	NA	151	CP026287.1	465707	467610	10605099	10607002	CP029160.1	chr8	451493	453397	NA	Dubious	Dubious_chrVIII	NA	NA	NA	null
